sensor_id,room_number,room_type,type,attached_to,apartment,cluster_name,sensor_iri,measurement_point_iri,room_iri,asset_iri,water_kind_iri
S0001,R006,Living room,hot water consumption,Washbasin,APT_010,CL_H,https://w3id.org/eautonome/hsbSensorS0001,https://w3id.org/eautonome/hsbMeasurementPointS0001,https://w3id.org/eautonome/hsbRoomR006,https://w3id.org/eautonome/hsbAssetS0001,https://w3id.org/eautonome/hsbHotWater
S0002,R006,Living room,cold water consumption,Washbasin,APT_010,CL_H,https://w3id.org/eautonome/hsbSensorS0002,https://w3id.org/eautonome/hsbMeasurementPointS0002,https://w3id.org/eautonome/hsbRoomR006,https://w3id.org/eautonome/hsbAssetS0002,https://w3id.org/eautonome/hsbColdWater
S0003,R006,Living room,hot water consumption,Kitchen tap,APT_010,CL_H,https://w3id.org/eautonome/hsbSensorS0003,https://w3id.org/eautonome/hsbMeasurementPointS0003,https://w3id.org/eautonome/hsbRoomR006,https://w3id.org/eautonome/hsbAssetS0003,https://w3id.org/eautonome/hsbHotWater
S0004,R006,Living room,cold water consumption,Kitchen tap,APT_010,CL_H,https://w3id.org/eautonome/hsbSensorS0004,https://w3id.org/eautonome/hsbMeasurementPointS0004,https://w3id.org/eautonome/hsbRoomR006,https://w3id.org/eautonome/hsbAssetS0004,https://w3id.org/eautonome/hsbColdWater
S0005,R006,Living room,cold water consumption,Toilet,APT_010,CL_H,https://w3id.org/eautonome/hsbSensorS0005,https://w3id.org/eautonome/hsbMeasurementPointS0005,https://w3id.org/eautonome/hsbRoomR006,https://w3id.org/eautonome/hsbAssetS0005,https://w3id.org/eautonome/hsbColdWater
S0006,R007,Living room,cold water consumption,Toilet,APT_026,CL_H,https://w3id.org/eautonome/hsbSensorS0006,https://w3id.org/eautonome/hsbMeasurementPointS0006,https://w3id.org/eautonome/hsbRoomR007,https://w3id.org/eautonome/hsbAssetS0006,https://w3id.org/eautonome/hsbColdWater
S0007,R006,Living room,cold water consumption,Toilet,APT_010,CL_H,https://w3id.org/eautonome/hsbSensorS0007,https://w3id.org/eautonome/hsbMeasurementPointS0007,https://w3id.org/eautonome/hsbRoomR006,https://w3id.org/eautonome/hsbAssetS0007,https://w3id.org/eautonome/hsbColdWater
S0008,R007,Living room,hot water consumption,Kitchen tap,APT_026,CL_H,https://w3id.org/eautonome/hsbSensorS0008,https://w3id.org/eautonome/hsbMeasurementPointS0008,https://w3id.org/eautonome/hsbRoomR007,https://w3id.org/eautonome/hsbAssetS0008,https://w3id.org/eautonome/hsbHotWater
S0009,R007,Living room,cold water consumption,Kitchen tap,APT_026,CL_H,https://w3id.org/eautonome/hsbSensorS0009,https://w3id.org/eautonome/hsbMeasurementPointS0009,https://w3id.org/eautonome/hsbRoomR007,https://w3id.org/eautonome/hsbAssetS0009,https://w3id.org/eautonome/hsbColdWater
S0010,R007,Living room,hot water consumption,Washbasin,APT_026,CL_H,https://w3id.org/eautonome/hsbSensorS0010,https://w3id.org/eautonome/hsbMeasurementPointS0010,https://w3id.org/eautonome/hsbRoomR007,https://w3id.org/eautonome/hsbAssetS0010,https://w3id.org/eautonome/hsbHotWater
S0011,R007,Living room,cold water consumption,Washbasin,APT_026,CL_H,https://w3id.org/eautonome/hsbSensorS0011,https://w3id.org/eautonome/hsbMeasurementPointS0011,https://w3id.org/eautonome/hsbRoomR007,https://w3id.org/eautonome/hsbAssetS0011,https://w3id.org/eautonome/hsbColdWater
S0012,R008,Living room,hot water consumption,Washbasin,APT_009,CL_H,https://w3id.org/eautonome/hsbSensorS0012,https://w3id.org/eautonome/hsbMeasurementPointS0012,https://w3id.org/eautonome/hsbRoomR008,https://w3id.org/eautonome/hsbAssetS0012,https://w3id.org/eautonome/hsbHotWater
S0013,R008,Living room,cold water consumption,Washbasin,APT_009,CL_H,https://w3id.org/eautonome/hsbSensorS0013,https://w3id.org/eautonome/hsbMeasurementPointS0013,https://w3id.org/eautonome/hsbRoomR008,https://w3id.org/eautonome/hsbAssetS0013,https://w3id.org/eautonome/hsbColdWater
S0014,R008,Living room,hot water consumption,Kitchen tap,APT_009,CL_H,https://w3id.org/eautonome/hsbSensorS0014,https://w3id.org/eautonome/hsbMeasurementPointS0014,https://w3id.org/eautonome/hsbRoomR008,https://w3id.org/eautonome/hsbAssetS0014,https://w3id.org/eautonome/hsbHotWater
S0015,R008,Living room,cold water consumption,Kitchen tap,APT_009,CL_H,https://w3id.org/eautonome/hsbSensorS0015,https://w3id.org/eautonome/hsbMeasurementPointS0015,https://w3id.org/eautonome/hsbRoomR008,https://w3id.org/eautonome/hsbAssetS0015,https://w3id.org/eautonome/hsbColdWater
S0016,R012,Shared bathroom,hot water consumption,Washbasin,,CL_H,https://w3id.org/eautonome/hsbSensorS0016,https://w3id.org/eautonome/hsbMeasurementPointS0016,https://w3id.org/eautonome/hsbRoomR012,https://w3id.org/eautonome/hsbAssetS0016,https://w3id.org/eautonome/hsbHotWater
S0017,R012,Shared bathroom,cold water consumption,Washbasin,,CL_H,https://w3id.org/eautonome/hsbSensorS0017,https://w3id.org/eautonome/hsbMeasurementPointS0017,https://w3id.org/eautonome/hsbRoomR012,https://w3id.org/eautonome/hsbAssetS0017,https://w3id.org/eautonome/hsbColdWater
S0018,R009,Living room,cold water consumption,Kitchen tap,APT_022,CL_H,https://w3id.org/eautonome/hsbSensorS0018,https://w3id.org/eautonome/hsbMeasurementPointS0018,https://w3id.org/eautonome/hsbRoomR009,https://w3id.org/eautonome/hsbAssetS0018,https://w3id.org/eautonome/hsbColdWater
S0019,R011,Shared bathroom,hot water consumption,Washbasin,,CL_H,https://w3id.org/eautonome/hsbSensorS0019,https://w3id.org/eautonome/hsbMeasurementPointS0019,https://w3id.org/eautonome/hsbRoomR011,https://w3id.org/eautonome/hsbAssetS0019,https://w3id.org/eautonome/hsbHotWater
S0020,R011,Shared bathroom,cold water consumption,Washbasin,,CL_H,https://w3id.org/eautonome/hsbSensorS0020,https://w3id.org/eautonome/hsbMeasurementPointS0020,https://w3id.org/eautonome/hsbRoomR011,https://w3id.org/eautonome/hsbAssetS0020,https://w3id.org/eautonome/hsbColdWater
S0021,R005,Shared space,hot water consumption,Kitchen tap,,CL_H,https://w3id.org/eautonome/hsbSensorS0021,https://w3id.org/eautonome/hsbMeasurementPointS0021,https://w3id.org/eautonome/hsbRoomR005,https://w3id.org/eautonome/hsbAssetS0021,https://w3id.org/eautonome/hsbHotWater
S0022,R005,Shared space,cold water consumption,Kitchen tap,,CL_H,https://w3id.org/eautonome/hsbSensorS0022,https://w3id.org/eautonome/hsbMeasurementPointS0022,https://w3id.org/eautonome/hsbRoomR005,https://w3id.org/eautonome/hsbAssetS0022,https://w3id.org/eautonome/hsbColdWater
S0023,R009,Living room,hot water consumption,Washbasin,APT_022,CL_H,https://w3id.org/eautonome/hsbSensorS0023,https://w3id.org/eautonome/hsbMeasurementPointS0023,https://w3id.org/eautonome/hsbRoomR009,https://w3id.org/eautonome/hsbAssetS0023,https://w3id.org/eautonome/hsbHotWater
S0024,R009,Living room,cold water consumption,Washbasin,APT_022,CL_H,https://w3id.org/eautonome/hsbSensorS0024,https://w3id.org/eautonome/hsbMeasurementPointS0024,https://w3id.org/eautonome/hsbRoomR009,https://w3id.org/eautonome/hsbAssetS0024,https://w3id.org/eautonome/hsbColdWater
S0025,R011,Shared bathroom,cold water consumption,Shower,,CL_H,https://w3id.org/eautonome/hsbSensorS0025,https://w3id.org/eautonome/hsbMeasurementPointS0025,https://w3id.org/eautonome/hsbRoomR011,https://w3id.org/eautonome/hsbAssetS0025,https://w3id.org/eautonome/hsbColdWater
S0026,R012,Shared bathroom,cold water consumption,Shower,,CL_H,https://w3id.org/eautonome/hsbSensorS0026,https://w3id.org/eautonome/hsbMeasurementPointS0026,https://w3id.org/eautonome/hsbRoomR012,https://w3id.org/eautonome/hsbAssetS0026,https://w3id.org/eautonome/hsbColdWater
S0027,R011,Shared bathroom,cold water consumption,Toilet,,CL_H,https://w3id.org/eautonome/hsbSensorS0027,https://w3id.org/eautonome/hsbMeasurementPointS0027,https://w3id.org/eautonome/hsbRoomR011,https://w3id.org/eautonome/hsbAssetS0027,https://w3id.org/eautonome/hsbColdWater
S0028,R012,Shared bathroom,cold water consumption,Toilet,,CL_H,https://w3id.org/eautonome/hsbSensorS0028,https://w3id.org/eautonome/hsbMeasurementPointS0028,https://w3id.org/eautonome/hsbRoomR012,https://w3id.org/eautonome/hsbAssetS0028,https://w3id.org/eautonome/hsbColdWater
S0029,R010,Living room,hot water consumption,Kitchen tap,APT_001,CL_H,https://w3id.org/eautonome/hsbSensorS0029,https://w3id.org/eautonome/hsbMeasurementPointS0029,https://w3id.org/eautonome/hsbRoomR010,https://w3id.org/eautonome/hsbAssetS0029,https://w3id.org/eautonome/hsbHotWater
S0030,R010,Living room,cold water consumption,Kitchen tap,APT_001,CL_H,https://w3id.org/eautonome/hsbSensorS0030,https://w3id.org/eautonome/hsbMeasurementPointS0030,https://w3id.org/eautonome/hsbRoomR010,https://w3id.org/eautonome/hsbAssetS0030,https://w3id.org/eautonome/hsbColdWater
S0031,R009,Living room,hot water consumption,Kitchen tap,APT_022,CL_H,https://w3id.org/eautonome/hsbSensorS0031,https://w3id.org/eautonome/hsbMeasurementPointS0031,https://w3id.org/eautonome/hsbRoomR009,https://w3id.org/eautonome/hsbAssetS0031,https://w3id.org/eautonome/hsbHotWater
S0032,R009,Living room,cold water consumption,Kitchen tap,APT_022,CL_H,https://w3id.org/eautonome/hsbSensorS0032,https://w3id.org/eautonome/hsbMeasurementPointS0032,https://w3id.org/eautonome/hsbRoomR009,https://w3id.org/eautonome/hsbAssetS0032,https://w3id.org/eautonome/hsbColdWater
S0033,R009,Living room,hot water consumption,Washbasin,APT_022,CL_H,https://w3id.org/eautonome/hsbSensorS0033,https://w3id.org/eautonome/hsbMeasurementPointS0033,https://w3id.org/eautonome/hsbRoomR009,https://w3id.org/eautonome/hsbAssetS0033,https://w3id.org/eautonome/hsbHotWater
S0034,R009,Living room,cold water consumption,Washbasin,APT_022,CL_H,https://w3id.org/eautonome/hsbSensorS0034,https://w3id.org/eautonome/hsbMeasurementPointS0034,https://w3id.org/eautonome/hsbRoomR009,https://w3id.org/eautonome/hsbAssetS0034,https://w3id.org/eautonome/hsbColdWater
S0035,R010,Living room,hot water consumption,Washbasin,APT_001,CL_H,https://w3id.org/eautonome/hsbSensorS0035,https://w3id.org/eautonome/hsbMeasurementPointS0035,https://w3id.org/eautonome/hsbRoomR010,https://w3id.org/eautonome/hsbAssetS0035,https://w3id.org/eautonome/hsbHotWater
S0036,R010,Living room,cold water consumption,Washbasin,APT_001,CL_H,https://w3id.org/eautonome/hsbSensorS0036,https://w3id.org/eautonome/hsbMeasurementPointS0036,https://w3id.org/eautonome/hsbRoomR010,https://w3id.org/eautonome/hsbAssetS0036,https://w3id.org/eautonome/hsbColdWater
S0037,R010,Living room,cold water consumption,Toilet,APT_001,CL_H,https://w3id.org/eautonome/hsbSensorS0037,https://w3id.org/eautonome/hsbMeasurementPointS0037,https://w3id.org/eautonome/hsbRoomR010,https://w3id.org/eautonome/hsbAssetS0037,https://w3id.org/eautonome/hsbColdWater
S0038,R009,Living room,cold water consumption,Toilet,APT_022,CL_H,https://w3id.org/eautonome/hsbSensorS0038,https://w3id.org/eautonome/hsbMeasurementPointS0038,https://w3id.org/eautonome/hsbRoomR009,https://w3id.org/eautonome/hsbAssetS0038,https://w3id.org/eautonome/hsbColdWater
S0039,R019,Living room,hot water consumption,Kitchen tap,APT_016,CL_B,https://w3id.org/eautonome/hsbSensorS0039,https://w3id.org/eautonome/hsbMeasurementPointS0039,https://w3id.org/eautonome/hsbRoomR019,https://w3id.org/eautonome/hsbAssetS0039,https://w3id.org/eautonome/hsbHotWater
S0040,R019,Living room,cold water consumption,Kitchen tap,APT_016,CL_B,https://w3id.org/eautonome/hsbSensorS0040,https://w3id.org/eautonome/hsbMeasurementPointS0040,https://w3id.org/eautonome/hsbRoomR019,https://w3id.org/eautonome/hsbAssetS0040,https://w3id.org/eautonome/hsbColdWater
S0041,R018,Living room,hot water consumption,Kitchen tap,APT_014,CL_B,https://w3id.org/eautonome/hsbSensorS0041,https://w3id.org/eautonome/hsbMeasurementPointS0041,https://w3id.org/eautonome/hsbRoomR018,https://w3id.org/eautonome/hsbAssetS0041,https://w3id.org/eautonome/hsbHotWater
S0042,R018,Living room,cold water consumption,Kitchen tap,APT_014,CL_B,https://w3id.org/eautonome/hsbSensorS0042,https://w3id.org/eautonome/hsbMeasurementPointS0042,https://w3id.org/eautonome/hsbRoomR018,https://w3id.org/eautonome/hsbAssetS0042,https://w3id.org/eautonome/hsbColdWater
S0043,R018,Living room,hot water consumption,Washbasin,APT_014,CL_B,https://w3id.org/eautonome/hsbSensorS0043,https://w3id.org/eautonome/hsbMeasurementPointS0043,https://w3id.org/eautonome/hsbRoomR018,https://w3id.org/eautonome/hsbAssetS0043,https://w3id.org/eautonome/hsbHotWater
S0044,R018,Living room,cold water consumption,Washbasin,APT_014,CL_B,https://w3id.org/eautonome/hsbSensorS0044,https://w3id.org/eautonome/hsbMeasurementPointS0044,https://w3id.org/eautonome/hsbRoomR018,https://w3id.org/eautonome/hsbAssetS0044,https://w3id.org/eautonome/hsbColdWater
S0045,R019,Living room,hot water consumption,Washbasin,APT_016,CL_B,https://w3id.org/eautonome/hsbSensorS0045,https://w3id.org/eautonome/hsbMeasurementPointS0045,https://w3id.org/eautonome/hsbRoomR019,https://w3id.org/eautonome/hsbAssetS0045,https://w3id.org/eautonome/hsbHotWater
S0046,R019,Living room,cold water consumption,Washbasin,APT_016,CL_B,https://w3id.org/eautonome/hsbSensorS0046,https://w3id.org/eautonome/hsbMeasurementPointS0046,https://w3id.org/eautonome/hsbRoomR019,https://w3id.org/eautonome/hsbAssetS0046,https://w3id.org/eautonome/hsbColdWater
S0047,R019,Living room,cold water consumption,Toilet,APT_016,CL_B,https://w3id.org/eautonome/hsbSensorS0047,https://w3id.org/eautonome/hsbMeasurementPointS0047,https://w3id.org/eautonome/hsbRoomR019,https://w3id.org/eautonome/hsbAssetS0047,https://w3id.org/eautonome/hsbColdWater
S0048,R018,Living room,cold water consumption,Toilet,APT_014,CL_B,https://w3id.org/eautonome/hsbSensorS0048,https://w3id.org/eautonome/hsbMeasurementPointS0048,https://w3id.org/eautonome/hsbRoomR018,https://w3id.org/eautonome/hsbAssetS0048,https://w3id.org/eautonome/hsbColdWater
S0049,R020,Shared bathroom,hot water consumption,Washbasin,,CL_B,https://w3id.org/eautonome/hsbSensorS0049,https://w3id.org/eautonome/hsbMeasurementPointS0049,https://w3id.org/eautonome/hsbRoomR020,https://w3id.org/eautonome/hsbAssetS0049,https://w3id.org/eautonome/hsbHotWater
S0050,R020,Shared bathroom,cold water consumption,Washbasin,,CL_B,https://w3id.org/eautonome/hsbSensorS0050,https://w3id.org/eautonome/hsbMeasurementPointS0050,https://w3id.org/eautonome/hsbRoomR020,https://w3id.org/eautonome/hsbAssetS0050,https://w3id.org/eautonome/hsbColdWater
S0051,R021,Shared bathroom,hot water consumption,Washbasin,,CL_B,https://w3id.org/eautonome/hsbSensorS0051,https://w3id.org/eautonome/hsbMeasurementPointS0051,https://w3id.org/eautonome/hsbRoomR021,https://w3id.org/eautonome/hsbAssetS0051,https://w3id.org/eautonome/hsbHotWater
S0052,R021,Shared bathroom,cold water consumption,Washbasin,,CL_B,https://w3id.org/eautonome/hsbSensorS0052,https://w3id.org/eautonome/hsbMeasurementPointS0052,https://w3id.org/eautonome/hsbRoomR021,https://w3id.org/eautonome/hsbAssetS0052,https://w3id.org/eautonome/hsbColdWater
S0053,R013,Shared space,hot water consumption,Kitchen tap,,CL_B,https://w3id.org/eautonome/hsbSensorS0053,https://w3id.org/eautonome/hsbMeasurementPointS0053,https://w3id.org/eautonome/hsbRoomR013,https://w3id.org/eautonome/hsbAssetS0053,https://w3id.org/eautonome/hsbHotWater
S0054,R013,Shared space,cold water consumption,Kitchen tap,,CL_B,https://w3id.org/eautonome/hsbSensorS0054,https://w3id.org/eautonome/hsbMeasurementPointS0054,https://w3id.org/eautonome/hsbRoomR013,https://w3id.org/eautonome/hsbAssetS0054,https://w3id.org/eautonome/hsbColdWater
S0055,R017,Living room,hot water consumption,Kitchen tap,APT_012,CL_B,https://w3id.org/eautonome/hsbSensorS0055,https://w3id.org/eautonome/hsbMeasurementPointS0055,https://w3id.org/eautonome/hsbRoomR017,https://w3id.org/eautonome/hsbAssetS0055,https://w3id.org/eautonome/hsbHotWater
S0056,R017,Living room,cold water consumption,Kitchen tap,APT_012,CL_B,https://w3id.org/eautonome/hsbSensorS0056,https://w3id.org/eautonome/hsbMeasurementPointS0056,https://w3id.org/eautonome/hsbRoomR017,https://w3id.org/eautonome/hsbAssetS0056,https://w3id.org/eautonome/hsbColdWater
S0057,R017,Living room,hot water consumption,Washbasin,APT_012,CL_B,https://w3id.org/eautonome/hsbSensorS0057,https://w3id.org/eautonome/hsbMeasurementPointS0057,https://w3id.org/eautonome/hsbRoomR017,https://w3id.org/eautonome/hsbAssetS0057,https://w3id.org/eautonome/hsbHotWater
S0058,R017,Living room,cold water consumption,Washbasin,APT_012,CL_B,https://w3id.org/eautonome/hsbSensorS0058,https://w3id.org/eautonome/hsbMeasurementPointS0058,https://w3id.org/eautonome/hsbRoomR017,https://w3id.org/eautonome/hsbAssetS0058,https://w3id.org/eautonome/hsbColdWater
S0059,R020,Shared bathroom,hot water consumption,Shower,,CL_B,https://w3id.org/eautonome/hsbSensorS0059,https://w3id.org/eautonome/hsbMeasurementPointS0059,https://w3id.org/eautonome/hsbRoomR020,https://w3id.org/eautonome/hsbAssetS0059,https://w3id.org/eautonome/hsbHotWater
S0060,R020,Shared bathroom,cold water consumption,Shower,,CL_B,https://w3id.org/eautonome/hsbSensorS0060,https://w3id.org/eautonome/hsbMeasurementPointS0060,https://w3id.org/eautonome/hsbRoomR020,https://w3id.org/eautonome/hsbAssetS0060,https://w3id.org/eautonome/hsbColdWater
S0061,R021,Shared bathroom,hot water consumption,Shower,,CL_B,https://w3id.org/eautonome/hsbSensorS0061,https://w3id.org/eautonome/hsbMeasurementPointS0061,https://w3id.org/eautonome/hsbRoomR021,https://w3id.org/eautonome/hsbAssetS0061,https://w3id.org/eautonome/hsbHotWater
S0062,R021,Shared bathroom,cold water consumption,Shower,,CL_B,https://w3id.org/eautonome/hsbSensorS0062,https://w3id.org/eautonome/hsbMeasurementPointS0062,https://w3id.org/eautonome/hsbRoomR021,https://w3id.org/eautonome/hsbAssetS0062,https://w3id.org/eautonome/hsbColdWater
S0063,R021,Shared bathroom,cold water consumption,Toilet,,CL_B,https://w3id.org/eautonome/hsbSensorS0063,https://w3id.org/eautonome/hsbMeasurementPointS0063,https://w3id.org/eautonome/hsbRoomR021,https://w3id.org/eautonome/hsbAssetS0063,https://w3id.org/eautonome/hsbColdWater
S0064,R020,Shared bathroom,cold water consumption,Toilet,,CL_B,https://w3id.org/eautonome/hsbSensorS0064,https://w3id.org/eautonome/hsbMeasurementPointS0064,https://w3id.org/eautonome/hsbRoomR020,https://w3id.org/eautonome/hsbAssetS0064,https://w3id.org/eautonome/hsbColdWater
S0065,R016,Living room,hot water consumption,Washbasin,APT_023,CL_B,https://w3id.org/eautonome/hsbSensorS0065,https://w3id.org/eautonome/hsbMeasurementPointS0065,https://w3id.org/eautonome/hsbRoomR016,https://w3id.org/eautonome/hsbAssetS0065,https://w3id.org/eautonome/hsbHotWater
S0066,R016,Living room,cold water consumption,Washbasin,APT_023,CL_B,https://w3id.org/eautonome/hsbSensorS0066,https://w3id.org/eautonome/hsbMeasurementPointS0066,https://w3id.org/eautonome/hsbRoomR016,https://w3id.org/eautonome/hsbAssetS0066,https://w3id.org/eautonome/hsbColdWater
S0067,R016,Living room,hot water consumption,Kitchen tap,APT_023,CL_B,https://w3id.org/eautonome/hsbSensorS0067,https://w3id.org/eautonome/hsbMeasurementPointS0067,https://w3id.org/eautonome/hsbRoomR016,https://w3id.org/eautonome/hsbAssetS0067,https://w3id.org/eautonome/hsbHotWater
S0068,R016,Living room,cold water consumption,Kitchen tap,APT_023,CL_B,https://w3id.org/eautonome/hsbSensorS0068,https://w3id.org/eautonome/hsbMeasurementPointS0068,https://w3id.org/eautonome/hsbRoomR016,https://w3id.org/eautonome/hsbAssetS0068,https://w3id.org/eautonome/hsbColdWater
S0069,R015,Living room,hot water consumption,Washbasin,APT_018,CL_B,https://w3id.org/eautonome/hsbSensorS0069,https://w3id.org/eautonome/hsbMeasurementPointS0069,https://w3id.org/eautonome/hsbRoomR015,https://w3id.org/eautonome/hsbAssetS0069,https://w3id.org/eautonome/hsbHotWater
S0070,R015,Living room,cold water consumption,Washbasin,APT_018,CL_B,https://w3id.org/eautonome/hsbSensorS0070,https://w3id.org/eautonome/hsbMeasurementPointS0070,https://w3id.org/eautonome/hsbRoomR015,https://w3id.org/eautonome/hsbAssetS0070,https://w3id.org/eautonome/hsbColdWater
S0071,R015,Living room,hot water consumption,Kitchen tap,APT_018,CL_B,https://w3id.org/eautonome/hsbSensorS0071,https://w3id.org/eautonome/hsbMeasurementPointS0071,https://w3id.org/eautonome/hsbRoomR015,https://w3id.org/eautonome/hsbAssetS0071,https://w3id.org/eautonome/hsbHotWater
S0072,R015,Living room,cold water consumption,Kitchen tap,APT_018,CL_B,https://w3id.org/eautonome/hsbSensorS0072,https://w3id.org/eautonome/hsbMeasurementPointS0072,https://w3id.org/eautonome/hsbRoomR015,https://w3id.org/eautonome/hsbAssetS0072,https://w3id.org/eautonome/hsbColdWater
S0073,R014,Living room,hot water consumption,Washbasin,APT_013,CL_B,https://w3id.org/eautonome/hsbSensorS0073,https://w3id.org/eautonome/hsbMeasurementPointS0073,https://w3id.org/eautonome/hsbRoomR014,https://w3id.org/eautonome/hsbAssetS0073,https://w3id.org/eautonome/hsbHotWater
S0074,R014,Living room,cold water consumption,Washbasin,APT_013,CL_B,https://w3id.org/eautonome/hsbSensorS0074,https://w3id.org/eautonome/hsbMeasurementPointS0074,https://w3id.org/eautonome/hsbRoomR014,https://w3id.org/eautonome/hsbAssetS0074,https://w3id.org/eautonome/hsbColdWater
S0075,R014,Living room,hot water consumption,Kitchen tap,APT_013,CL_B,https://w3id.org/eautonome/hsbSensorS0075,https://w3id.org/eautonome/hsbMeasurementPointS0075,https://w3id.org/eautonome/hsbRoomR014,https://w3id.org/eautonome/hsbAssetS0075,https://w3id.org/eautonome/hsbHotWater
