sensor_id,room_number,room_type,type,attached_to,apartment,cluster_name,sensor_iri,measurement_point_iri,room_iri,asset_iri,water_kind_iri
S0165,R047,Living room,hot water consumption,Washbasin,APT_007,CL_G,https://w3id.org/eautonome/hsbSensorS0165,https://w3id.org/eautonome/hsbMeasurementPointS0165,https://w3id.org/eautonome/hsbRoomR047,https://w3id.org/eautonome/hsbAssetS0165,https://w3id.org/eautonome/hsbHotWater
S0166,R046,Living room,cold water consumption,Toilet,APT_020,CL_G,https://w3id.org/eautonome/hsbSensorS0166,https://w3id.org/eautonome/hsbMeasurementPointS0166,https://w3id.org/eautonome/hsbRoomR046,https://w3id.org/eautonome/hsbAssetS0166,https://w3id.org/eautonome/hsbColdWater
S0167,R047,Living room,cold water consumption,Washbasin,APT_007,CL_G,https://w3id.org/eautonome/hsbSensorS0167,https://w3id.org/eautonome/hsbMeasurementPointS0167,https://w3id.org/eautonome/hsbRoomR047,https://w3id.org/eautonome/hsbAssetS0167,https://w3id.org/eautonome/hsbColdWater
S0168,R049,Shared bathroom,hot water consumption,Washbasin,,CL_G,https://w3id.org/eautonome/hsbSensorS0168,https://w3id.org/eautonome/hsbMeasurementPointS0168,https://w3id.org/eautonome/hsbRoomR049,https://w3id.org/eautonome/hsbAssetS0168,https://w3id.org/eautonome/hsbHotWater
S0169,R049,Shared bathroom,cold water consumption,Washbasin,,CL_G,https://w3id.org/eautonome/hsbSensorS0169,https://w3id.org/eautonome/hsbMeasurementPointS0169,https://w3id.org/eautonome/hsbRoomR049,https://w3id.org/eautonome/hsbAssetS0169,https://w3id.org/eautonome/hsbColdWater
S0170,R048,Shared bathroom,hot water consumption,Washbasin,,CL_G,https://w3id.org/eautonome/hsbSensorS0170,https://w3id.org/eautonome/hsbMeasurementPointS0170,https://w3id.org/eautonome/hsbRoomR048,https://w3id.org/eautonome/hsbAssetS0170,https://w3id.org/eautonome/hsbHotWater
S0171,R048,Shared bathroom,cold water consumption,Washbasin,,CL_G,https://w3id.org/eautonome/hsbSensorS0171,https://w3id.org/eautonome/hsbMeasurementPointS0171,https://w3id.org/eautonome/hsbRoomR048,https://w3id.org/eautonome/hsbAssetS0171,https://w3id.org/eautonome/hsbColdWater
S0172,R045,Living room,hot water consumption,Kitchen tap,APT_015,CL_G,https://w3id.org/eautonome/hsbSensorS0172,https://w3id.org/eautonome/hsbMeasurementPointS0172,https://w3id.org/eautonome/hsbRoomR045,https://w3id.org/eautonome/hsbAssetS0172,https://w3id.org/eautonome/hsbHotWater
S0173,R045,Living room,cold water consumption,Kitchen tap,APT_015,CL_G,https://w3id.org/eautonome/hsbSensorS0173,https://w3id.org/eautonome/hsbMeasurementPointS0173,https://w3id.org/eautonome/hsbRoomR045,https://w3id.org/eautonome/hsbAssetS0173,https://w3id.org/eautonome/hsbColdWater
S0174,R041,Shared space,hot water consumption,Kitchen tap,,CL_G,https://w3id.org/eautonome/hsbSensorS0174,https://w3id.org/eautonome/hsbMeasurementPointS0174,https://w3id.org/eautonome/hsbRoomR041,https://w3id.org/eautonome/hsbAssetS0174,https://w3id.org/eautonome/hsbHotWater
S0175,R041,Shared space,cold water consumption,Kitchen tap,,CL_G,https://w3id.org/eautonome/hsbSensorS0175,https://w3id.org/eautonome/hsbMeasurementPointS0175,https://w3id.org/eautonome/hsbRoomR041,https://w3id.org/eautonome/hsbAssetS0175,https://w3id.org/eautonome/hsbColdWater
S0176,R045,Living room,hot water consumption,Washbasin,APT_015,CL_G,https://w3id.org/eautonome/hsbSensorS0176,https://w3id.org/eautonome/hsbMeasurementPointS0176,https://w3id.org/eautonome/hsbRoomR045,https://w3id.org/eautonome/hsbAssetS0176,https://w3id.org/eautonome/hsbHotWater
S0177,R045,Living room,cold water consumption,Washbasin,APT_015,CL_G,https://w3id.org/eautonome/hsbSensorS0177,https://w3id.org/eautonome/hsbMeasurementPointS0177,https://w3id.org/eautonome/hsbRoomR045,https://w3id.org/eautonome/hsbAssetS0177,https://w3id.org/eautonome/hsbColdWater
S0178,R048,Shared bathroom,hot water consumption,Shower,,CL_G,https://w3id.org/eautonome/hsbSensorS0178,https://w3id.org/eautonome/hsbMeasurementPointS0178,https://w3id.org/eautonome/hsbRoomR048,https://w3id.org/eautonome/hsbAssetS0178,https://w3id.org/eautonome/hsbHotWater
S0179,R048,Shared bathroom,cold water consumption,Shower,,CL_G,https://w3id.org/eautonome/hsbSensorS0179,https://w3id.org/eautonome/hsbMeasurementPointS0179,https://w3id.org/eautonome/hsbRoomR048,https://w3id.org/eautonome/hsbAssetS0179,https://w3id.org/eautonome/hsbColdWater
S0180,R049,Shared bathroom,hot water consumption,Shower,,CL_G,https://w3id.org/eautonome/hsbSensorS0180,https://w3id.org/eautonome/hsbMeasurementPointS0180,https://w3id.org/eautonome/hsbRoomR049,https://w3id.org/eautonome/hsbAssetS0180,https://w3id.org/eautonome/hsbHotWater
S0181,R049,Shared bathroom,cold water consumption,Shower,,CL_G,https://w3id.org/eautonome/hsbSensorS0181,https://w3id.org/eautonome/hsbMeasurementPointS0181,https://w3id.org/eautonome/hsbRoomR049,https://w3id.org/eautonome/hsbAssetS0181,https://w3id.org/eautonome/hsbColdWater
S0182,R048,Shared bathroom,cold water consumption,Toilet,,CL_G,https://w3id.org/eautonome/hsbSensorS0182,https://w3id.org/eautonome/hsbMeasurementPointS0182,https://w3id.org/eautonome/hsbRoomR048,https://w3id.org/eautonome/hsbAssetS0182,https://w3id.org/eautonome/hsbColdWater
S0183,R049,Shared bathroom,cold water consumption,Toilet,,CL_G,https://w3id.org/eautonome/hsbSensorS0183,https://w3id.org/eautonome/hsbMeasurementPointS0183,https://w3id.org/eautonome/hsbRoomR049,https://w3id.org/eautonome/hsbAssetS0183,https://w3id.org/eautonome/hsbColdWater
S0184,R045,Living room,cold water consumption,Toilet,APT_015,CL_G,https://w3id.org/eautonome/hsbSensorS0184,https://w3id.org/eautonome/hsbMeasurementPointS0184,https://w3id.org/eautonome/hsbRoomR045,https://w3id.org/eautonome/hsbAssetS0184,https://w3id.org/eautonome/hsbColdWater
S0185,R043,Living room,hot water consumption,Washbasin,APT_008,CL_G,https://w3id.org/eautonome/hsbSensorS0185,https://w3id.org/eautonome/hsbMeasurementPointS0185,https://w3id.org/eautonome/hsbRoomR043,https://w3id.org/eautonome/hsbAssetS0185,https://w3id.org/eautonome/hsbHotWater
S0186,R043,Living room,cold water consumption,Washbasin,APT_008,CL_G,https://w3id.org/eautonome/hsbSensorS0186,https://w3id.org/eautonome/hsbMeasurementPointS0186,https://w3id.org/eautonome/hsbRoomR043,https://w3id.org/eautonome/hsbAssetS0186,https://w3id.org/eautonome/hsbColdWater
S0187,R044,Living room,hot water consumption,Washbasin,APT_011,CL_G,https://w3id.org/eautonome/hsbSensorS0187,https://w3id.org/eautonome/hsbMeasurementPointS0187,https://w3id.org/eautonome/hsbRoomR044,https://w3id.org/eautonome/hsbAssetS0187,https://w3id.org/eautonome/hsbHotWater
S0188,R044,Living room,cold water consumption,Washbasin,APT_011,CL_G,https://w3id.org/eautonome/hsbSensorS0188,https://w3id.org/eautonome/hsbMeasurementPointS0188,https://w3id.org/eautonome/hsbRoomR044,https://w3id.org/eautonome/hsbAssetS0188,https://w3id.org/eautonome/hsbColdWater
S0189,R044,Living room,hot water consumption,Kitchen tap,APT_011,CL_G,https://w3id.org/eautonome/hsbSensorS0189,https://w3id.org/eautonome/hsbMeasurementPointS0189,https://w3id.org/eautonome/hsbRoomR044,https://w3id.org/eautonome/hsbAssetS0189,https://w3id.org/eautonome/hsbHotWater
S0190,R044,Living room,cold water consumption,Kitchen tap,APT_011,CL_G,https://w3id.org/eautonome/hsbSensorS0190,https://w3id.org/eautonome/hsbMeasurementPointS0190,https://w3id.org/eautonome/hsbRoomR044,https://w3id.org/eautonome/hsbAssetS0190,https://w3id.org/eautonome/hsbColdWater
S0191,R043,Living room,hot water consumption,Kitchen tap,APT_008,CL_G,https://w3id.org/eautonome/hsbSensorS0191,https://w3id.org/eautonome/hsbMeasurementPointS0191,https://w3id.org/eautonome/hsbRoomR043,https://w3id.org/eautonome/hsbAssetS0191,https://w3id.org/eautonome/hsbHotWater
S0192,R043,Living room,cold water consumption,Kitchen tap,APT_008,CL_G,https://w3id.org/eautonome/hsbSensorS0192,https://w3id.org/eautonome/hsbMeasurementPointS0192,https://w3id.org/eautonome/hsbRoomR043,https://w3id.org/eautonome/hsbAssetS0192,https://w3id.org/eautonome/hsbColdWater
S0193,R042,Living room,hot water consumption,Kitchen tap,APT_021,CL_G,https://w3id.org/eautonome/hsbSensorS0193,https://w3id.org/eautonome/hsbMeasurementPointS0193,https://w3id.org/eautonome/hsbRoomR042,https://w3id.org/eautonome/hsbAssetS0193,https://w3id.org/eautonome/hsbHotWater
S0194,R042,Living room,cold water consumption,Kitchen tap,APT_021,CL_G,https://w3id.org/eautonome/hsbSensorS0194,https://w3id.org/eautonome/hsbMeasurementPointS0194,https://w3id.org/eautonome/hsbRoomR042,https://w3id.org/eautonome/hsbAssetS0194,https://w3id.org/eautonome/hsbColdWater
S0195,R043,Living room,cold water consumption,Toilet,APT_008,CL_G,https://w3id.org/eautonome/hsbSensorS0195,https://w3id.org/eautonome/hsbMeasurementPointS0195,https://w3id.org/eautonome/hsbRoomR043,https://w3id.org/eautonome/hsbAssetS0195,https://w3id.org/eautonome/hsbColdWater
S0196,R044,Living room,cold water consumption,Toilet,APT_011,CL_G,https://w3id.org/eautonome/hsbSensorS0196,https://w3id.org/eautonome/hsbMeasurementPointS0196,https://w3id.org/eautonome/hsbRoomR044,https://w3id.org/eautonome/hsbAssetS0196,https://w3id.org/eautonome/hsbColdWater
S0197,R042,Living room,cold water consumption,Toilet,APT_021,CL_G,https://w3id.org/eautonome/hsbSensorS0197,https://w3id.org/eautonome/hsbMeasurementPointS0197,https://w3id.org/eautonome/hsbRoomR042,https://w3id.org/eautonome/hsbAssetS0197,https://w3id.org/eautonome/hsbColdWater
S0198,R001,Laundry studio,cold water consumption,Washing machine,,,https://w3id.org/eautonome/hsbSensorS0198,https://w3id.org/eautonome/hsbMeasurementPointS0198,https://w3id.org/eautonome/hsbRoomR001,https://w3id.org/eautonome/hsbAssetS0198,https://w3id.org/eautonome/hsbColdWater
S0199,R002,Bathroom,cold water consumption,Toilet,,,https://w3id.org/eautonome/hsbSensorS0199,https://w3id.org/eautonome/hsbMeasurementPointS0199,https://w3id.org/eautonome/hsbRoomR002,https://w3id.org/eautonome/hsbAssetS0199,https://w3id.org/eautonome/hsbColdWater
S0200,R002,Bathroom,cold water consumption,Washbasin,,,https://w3id.org/eautonome/hsbSensorS0200,https://w3id.org/eautonome/hsbMeasurementPointS0200,https://w3id.org/eautonome/hsbRoomR002,https://w3id.org/eautonome/hsbAssetS0200,https://w3id.org/eautonome/hsbColdWater
S0201,R001,Laundry studio,hot water consumption,Washing machine,,,https://w3id.org/eautonome/hsbSensorS0201,https://w3id.org/eautonome/hsbMeasurementPointS0201,https://w3id.org/eautonome/hsbRoomR001,https://w3id.org/eautonome/hsbAssetS0201,https://w3id.org/eautonome/hsbHotWater
S0202,R001,Laundry studio,cold water consumption,Washing machine,,,https://w3id.org/eautonome/hsbSensorS0202,https://w3id.org/eautonome/hsbMeasurementPointS0202,https://w3id.org/eautonome/hsbRoomR001,https://w3id.org/eautonome/hsbAssetS0202,https://w3id.org/eautonome/hsbColdWater
S0203,R001,Laundry studio,hot water consumption,Washing machine,,,https://w3id.org/eautonome/hsbSensorS0203,https://w3id.org/eautonome/hsbMeasurementPointS0203,https://w3id.org/eautonome/hsbRoomR001,https://w3id.org/eautonome/hsbAssetS0203,https://w3id.org/eautonome/hsbHotWater
S0204,R001,Laundry studio,cold water consumption,Washing machine,,,https://w3id.org/eautonome/hsbSensorS0204,https://w3id.org/eautonome/hsbMeasurementPointS0204,https://w3id.org/eautonome/hsbRoomR001,https://w3id.org/eautonome/hsbAssetS0204,https://w3id.org/eautonome/hsbColdWater
S0205,R001,Laundry studio,hot water consumption,Washing machine,,,https://w3id.org/eautonome/hsbSensorS0205,https://w3id.org/eautonome/hsbMeasurementPointS0205,https://w3id.org/eautonome/hsbRoomR001,https://w3id.org/eautonome/hsbAssetS0205,https://w3id.org/eautonome/hsbHotWater
S0206,R001,Laundry studio,cold water consumption,Washing machine,,,https://w3id.org/eautonome/hsbSensorS0206,https://w3id.org/eautonome/hsbMeasurementPointS0206,https://w3id.org/eautonome/hsbRoomR001,https://w3id.org/eautonome/hsbAssetS0206,https://w3id.org/eautonome/hsbColdWater
S0207,R001,Laundry studio,cold water consumption,Washing machine,,,https://w3id.org/eautonome/hsbSensorS0207,https://w3id.org/eautonome/hsbMeasurementPointS0207,https://w3id.org/eautonome/hsbRoomR001,https://w3id.org/eautonome/hsbAssetS0207,https://w3id.org/eautonome/hsbColdWater
S0208,R003,Bathroom,cold water consumption,Washbasin,,,https://w3id.org/eautonome/hsbSensorS0208,https://w3id.org/eautonome/hsbMeasurementPointS0208,https://w3id.org/eautonome/hsbRoomR003,https://w3id.org/eautonome/hsbAssetS0208,https://w3id.org/eautonome/hsbColdWater
S0209,R001,Laundry studio,hot water consumption,Washbasin,,,https://w3id.org/eautonome/hsbSensorS0209,https://w3id.org/eautonome/hsbMeasurementPointS0209,https://w3id.org/eautonome/hsbRoomR001,https://w3id.org/eautonome/hsbAssetS0209,https://w3id.org/eautonome/hsbHotWater
S0210,R001,Laundry studio,cold water consumption,Washbasin,,,https://w3id.org/eautonome/hsbSensorS0210,https://w3id.org/eautonome/hsbMeasurementPointS0210,https://w3id.org/eautonome/hsbRoomR001,https://w3id.org/eautonome/hsbAssetS0210,https://w3id.org/eautonome/hsbColdWater
S0211,R004,Cleaning,cold water consumption,Washbasin,,,https://w3id.org/eautonome/hsbSensorS0211,https://w3id.org/eautonome/hsbMeasurementPointS0211,https://w3id.org/eautonome/hsbRoomR004,https://w3id.org/eautonome/hsbAssetS0211,https://w3id.org/eautonome/hsbColdWater
S0212,R003,Bathroom,cold water consumption,Toilet,,,https://w3id.org/eautonome/hsbSensorS0212,https://w3id.org/eautonome/hsbMeasurementPointS0212,https://w3id.org/eautonome/hsbRoomR003,https://w3id.org/eautonome/hsbAssetS0212,https://w3id.org/eautonome/hsbColdWater
S0213,R002,Bathroom,hot water consumption,Washbasin,,,https://w3id.org/eautonome/hsbSensorS0213,https://w3id.org/eautonome/hsbMeasurementPointS0213,https://w3id.org/eautonome/hsbRoomR002,https://w3id.org/eautonome/hsbAssetS0213,https://w3id.org/eautonome/hsbHotWater
S0214,R003,Bathroom,hot water consumption,Washbasin,,,https://w3id.org/eautonome/hsbSensorS0214,https://w3id.org/eautonome/hsbMeasurementPointS0214,https://w3id.org/eautonome/hsbRoomR003,https://w3id.org/eautonome/hsbAssetS0214,https://w3id.org/eautonome/hsbHotWater
